,College_Name,State,Public_or_Private,Apps_received,Apps_accepted,New_students,Percent_from_top_10,Percent_from_top_25,FT_undergrads,PT_undergrads,in-state_tuition,out-of-state_tuition,room,board,fees,book_costs,personal_costs,PhD_Faculty,faculty_student_ratio,Graduation_rate
650,Bennett College,NC,2,774.0,542.0,193.0,17.0,38.0,650.0,14.0,5600.0,5600.0,1630.0,1465.0,1030.0,750.0,2000.0,63.0,12.1,44.0
651,Campbell University,NC,2,2087.0,1339.0,657.0,20.0,54.0,3191.0,1204.0,7550.0,7550.0,2790.0,,128.0,600.0,500.0,77.0,21.8,63.0
652,Catawba College,NC,2,1083.0,880.0,291.0,13.0,34.0,915.0,80.0,9270.0,9270.0,,,,600.0,1860.0,75.0,13.5,55.0
653,Davidson College,NC,2,2373.0,956.0,452.0,77.0,96.0,1601.0,6.0,17295.0,17295.0,2650.0,2420.0,169.0,600.0,1011.0,95.0,12.0,94.0
654,Duke University,NC,2,13789.0,3893.0,1583.0,90.0,98.0,6188.0,53.0,18590.0,18590.0,2996.0,2954.0,480.0,625.0,1162.0,95.0,5.0,97.0
655,East Carolina University,NC,1,9274.0,6362.0,2435.0,14.0,44.0,13171.0,1687.0,764.0,7248.0,1590.0,1650.0,793.0,500.0,1700.0,74.0,13.2,58.0
656,Elizabeth City State University,NC,1,1531.0,827.0,405.0,12.0,46.0,1630.0,143.0,556.0,5030.0,1220.0,1428.0,584.0,170.0,,68.0,14.1,51.0
657,Elon College,NC,2,3624.0,2786.0,858.0,11.0,39.0,2933.0,334.0,9100.0,9100.0,1782.0,2101.0,150.0,490.0,1777.0,70.0,18.9,63.0
658,Fayetteville State University,NC,1,1455.0,1064.0,452.0,1.0,16.0,2632.0,617.0,740.0,6806.0,1150.0,1400.0,636.0,350.0,766.0,75.0,15.1,24.0
659,Gardner Webb University,NC,2,1110.0,930.0,332.0,18.0,36.0,1603.0,374.0,8180.0,8180.0,2230.0,2040.0,950.0,500.0,500.0,65.0,15.2,29.0
660,Greensboro College,NC,2,608.0,494.0,176.0,10.0,31.0,649.0,314.0,8330.0,8330.0,,,200.0,550.0,1300.0,64.0,13.0,39.0
661,Guilford College,NC,2,1202.0,1054.0,326.0,18.0,44.0,1410.0,299.0,13404.0,13404.0,2456.0,2704.0,210.0,450.0,1050.0,78.0,15.6,65.0
662,High Point University,NC,2,1412.0,1149.0,347.0,11.0,25.0,2045.0,359.0,7550.0,7550.0,2440.0,1610.0,750.0,600.0,,55.0,17.8,62.0
663,Johnson C. Smith University,NC,2,1349.0,932.0,407.0,6.0,14.0,1236.0,47.0,5453.0,5453.0,1135.0,1056.0,685.0,500.0,,61.0,14.2,37.0
664,Lees-McRae College,NC,2,545.0,529.0,216.0,4.0,20.0,620.0,37.0,3807.0,,702.0,858.0,458.0,200.0,625.0,50.0,13.2,
665,Lenoir-Rhyne College,NC,2,979.0,743.0,259.0,25.0,46.0,1188.0,166.0,10100.0,10100.0,1740.0,2260.0,510.0,400.0,1000.0,88.0,12.0,66.0
666,Livingstone College,NC,2,900.0,473.0,217.0,22.0,47.0,621.0,11.0,4400.0,4400.0,2000.0,1400.0,800.0,800.0,900.0,53.0,10.4,92.0
667,Mars Hill College,NC,2,1056.0,873.0,385.0,15.0,38.0,1111.0,244.0,6950.0,6950.0,1900.0,1650.0,600.0,600.0,,60.0,11.9,69.0
668,Meredith College,NC,2,857.0,772.0,376.0,25.0,58.0,1721.0,470.0,6720.0,6720.0,,,,450.0,1520.0,77.0,13.9,82.0
669,Methodist College,NC,2,750.0,633.0,296.0,27.0,51.0,926.0,367.0,8850.0,8850.0,2100.0,1450.0,158.0,500.0,2600.0,73.0,11.4,56.0
670,Montreat-Anderson College,NC,2,263.0,223.0,103.0,10.0,24.0,316.0,20.0,8438.0,8438.0,1446.0,1926.0,,500.0,2958.0,42.0,11.1,15.0
671,North Carolina Central University,NC,1,1773.0,1320.0,559.0,8.0,26.0,3531.0,808.0,676.0,5730.0,1568.0,1568.0,493.0,,,66.0,15.4,40.0
672,North Carolina Wesleyan College,NC,2,812.0,689.0,195.0,7.0,24.0,646.0,84.0,8242.0,8242.0,1900.0,2330.0,500.0,600.0,1295.0,77.0,12.7,52.0
673,Pembroke State University,NC,1,944.0,774.0,440.0,14.0,34.0,2174.0,529.0,628.0,6360.0,1410.0,1350.0,514.0,550.0,1498.0,77.0,15.0,48.0
674,Pfeiffer College,NC,2,838.0,651.0,159.0,11.0,25.0,654.0,162.0,8640.0,8640.0,,,,400.0,1915.0,62.0,12.2,48.0
675,Queens College,NC,2,516.0,392.0,154.0,32.0,62.0,630.0,549.0,11020.0,11020.0,2160.0,2810.0,50.0,610.0,1900.0,73.0,14.0,58.0
676,Salem College,NC,2,335.0,284.0,132.0,28.0,69.0,534.0,216.0,10475.0,10475.0,3275.0,3025.0,176.0,500.0,2000.0,68.0,11.2,60.0
677,Shaw University,NC,2,2533.0,937.0,620.0,,,2360.0,144.0,9192.0,9192.0,649.0,1089.0,100.0,250.0,500.0,71.0,14.4,69.0
678,St. Andrews Presbyterian College,NC,2,624.0,599.0,170.0,,,612.0,150.0,10375.0,10375.0,1825.0,2750.0,,500.0,1050.0,79.0,13.8,56.0
679,St. Augustine's College,NC,2,3113.0,1786.0,457.0,24.0,49.0,1614.0,131.0,3850.0,3850.0,1924.0,1276.0,,,,43.0,14.0,56.0
680,North Carolina State University at Raleigh,NC,1,10634.0,7064.0,3176.0,39.0,78.0,16505.0,5481.0,874.0,8400.0,1640.0,1900.0,710.0,600.0,1300.0,92.0,17.5,62.0
681,University of North Carolina at Chapel Hill,NC,1,14596.0,5985.0,3331.0,75.0,92.0,14609.0,1100.0,874.0,8400.0,2040.0,2160.0,606.0,550.0,1200.0,88.0,8.9,83.0
682,University of North Carolina at Charlotte,NC,1,5803.0,4441.0,1730.0,19.0,62.0,10099.0,3255.0,764.0,7248.0,,,693.0,600.0,1900.0,79.0,16.8,62.0
683,University of North Carolina at Greensboro,NC,1,5191.0,4134.0,1500.0,15.0,44.0,7532.0,1847.0,931.0,8677.0,1715.0,1790.0,958.0,600.0,1300.0,75.0,15.5,53.0
684,Wake Forest University,NC,2,5661.0,2392.0,903.0,75.0,88.0,3499.0,172.0,13850.0,13850.0,4360.0,,,500.0,1250.0,95.0,4.3,89.0
685,Warren Wilson College,NC,2,440.0,311.0,112.0,25.0,49.0,466.0,7.0,10000.0,10000.0,,,515.0,400.0,1100.0,65.0,11.4,63.0
686,Western Carolina University,NC,1,3224.0,2519.0,1057.0,11.0,31.0,5000.0,706.0,718.0,6390.0,1142.0,1238.0,647.0,110.0,1622.0,67.0,14.6,55.0
687,University of North Carolina at Wilmington,NC,1,6071.0,3856.0,1449.0,15.0,67.0,6635.0,1145.0,1492.0,7558.0,2100.0,1580.0,752.0,500.0,1500.0,82.0,19.1,55.0
688,Wingate College,NC,2,1239.0,1017.0,383.0,10.0,34.0,1207.0,157.0,7820.0,7820.0,1750.0,1650.0,300.0,550.0,1550.0,69.0,13.9,91.0
689,Winston-Salem State University,NC,2,1065.0,801.0,385.0,,,2069.0,748.0,1254.0,6272.0,1342.0,1420.0,,300.0,,67.0,13.5,46.0
690,Dickinson State University,ND,1,434.0,412.0,319.0,10.0,30.0,1376.0,237.0,1681.0,4486.0,846.0,1300.0,176.0,600.0,2000.0,50.0,16.5,46.0
691,Jamestown College,ND,2,472.0,410.0,262.0,14.0,41.0,9950.0,71.0,7620.0,7620.0,1700.0,1350.0,,400.0,400.0,51.0,17.0,54.0
692,University of Mary,ND,2,659.0,601.0,342.0,12.0,34.0,1476.0,282.0,6490.0,6490.0,1345.0,1510.0,75.0,500.0,1800.0,26.0,18.0,48.0
693,Mayville State University,ND,1,233.0,233.0,153.0,5.0,12.0,658.0,58.0,1680.0,4486.0,2516.0,,240.0,600.0,1900.0,68.0,15.7,51.0
694,Minot State University,ND,1,681.0,681.0,681.0,,,3299.0,602.0,1711.0,4260.0,724.0,1188.0,,600.0,1893.0,44.0,20.1,
695,University of North Dakota,ND,1,2777.0,2249.0,1652.0,20.0,54.0,8334.0,1435.0,2110.0,5634.0,1033.0,1670.0,318.0,450.0,1200.0,97.0,15.9,49.0
696,Valley City State University,ND,1,368.0,344.0,212.0,5.0,27.0,863.0,189.0,1606.0,4286.0,1820.0,750.0,245.0,600.0,2000.0,39.0,14.9,40.0
697,North Dakota State University,ND,1,2968.0,2297.0,1610.0,13.0,47.0,7368.0,1128.0,2310.0,5834.0,1020.0,1724.0,198.0,600.0,2000.0,79.0,17.0,42.0
698,Chadron State College,NE,1,1024.0,1024.0,547.0,5.0,17.0,1830.0,490.0,1575.0,2670.0,1484.0,1184.0,210.0,500.0,,62.0,25.0,80.0
699,College of Saint Mary,NE,2,305.0,230.0,107.0,16.0,40.0,503.0,801.0,9000.0,9000.0,3500.0,,380.0,400.0,,23.0,8.9,47.0
700,Concordia College,NE,2,440.0,434.0,252.0,22.0,50.0,764.0,38.0,7896.0,7896.0,,,610.0,450.0,1200.0,54.0,11.1,80.0
701,Creighton University,NE,2,2967.0,2836.0,876.0,30.0,60.0,3450.0,644.0,10628.0,10628.0,2416.0,1956.0,336.0,650.0,2055.0,85.0,6.5,85.0
702,Dana College,NE,2,504.0,482.0,185.0,10.0,36.0,550.0,84.0,9130.0,9130.0,1950.0,1372.0,465.0,450.0,1450.0,46.0,12.6,54.0
703,Doane College,NE,2,793.0,709.0,244.0,20.0,47.0,1022.0,411.0,9570.0,9570.0,1020.0,1980.0,250.0,400.0,1000.0,67.0,15.1,60.0
704,Hastings College,NE,2,817.0,708.0,262.0,22.0,52.0,935.0,37.0,9376.0,9376.0,1338.0,1934.0,396.0,500.0,1902.0,57.0,13.0,52.0
705,University of Nebraska at Kearney,NE,1,2837.0,2697.0,1417.0,,,5764.0,1176.0,1665.0,2550.0,1280.0,1350.0,243.0,450.0,1970.0,59.0,19.0,55.0
706,Midland Lutheran College,NE,2,627.0,585.0,260.0,20.0,46.0,908.0,109.0,10300.0,10300.0,1210.0,1760.0,,,,42.0,14.5,56.0
707,University of Nebraska at Omaha,NE,1,2704.0,2537.0,1766.0,,,6518.0,5560.0,1687.0,4560.0,,,117.0,600.0,,77.0,19.7,19.0
708,Nebraska Wesleyan University,NE,2,969.0,762.0,382.0,23.0,64.0,1442.0,263.0,9540.0,9540.0,,,309.0,500.0,1800.0,82.0,13.5,
709,Peru State College,NE,1,701.0,501.0,458.0,10.0,40.0,959.0,457.0,1432.0,2580.0,1354.0,1270.0,254.0,500.0,900.0,48.0,20.1,44.0
710,Union College,NE,2,355.0,304.0,168.0,,,447.0,111.0,8760.0,8760.0,1540.0,1150.0,,550.0,1800.0,48.0,8.5,48.0
711,University of Nebraska at Lincoln,NE,1,6277.0,6003.0,3526.0,33.0,63.0,16454.0,3171.0,2055.0,5595.0,1375.0,1770.0,360.0,500.0,2070.0,86.0,15.1,53.0
712,Wayne State College,NE,1,1373.0,1373.0,724.0,6.0,21.0,2754.0,474.0,1500.0,2700.0,1230.0,1430.0,264.0,540.0,1660.0,60.0,20.3,52.0
713,Bellevue University,NE,2,132.0,132.0,112.0,,50.0,1032.0,943.0,3150.0,3150.0,,,130.0,500.0,2700.0,66.0,17.6,
714,Colby-Sawyer College,NH,2,910.0,776.0,208.0,,,618.0,40.0,14090.0,14090.0,2980.0,2415.0,,400.0,1000.0,,12.9,72.0
715,Dartmouth College,NH,2,8587.0,2273.0,1087.0,87.0,99.0,3918.0,32.0,19545.0,19545.0,3255.0,2815.0,105.0,550.0,1100.0,95.0,4.7,98.0
716,Franklin Pierce College,NH,2,5187.0,4471.0,446.0,3.0,14.0,1818.0,1197.0,13320.0,13320.0,2500.0,2130.0,310.0,500.0,800.0,50.0,17.6,51.0
717,New England College,NH,2,951.0,879.0,199.0,5.0,15.0,744.0,196.0,13325.0,13325.0,2770.0,2565.0,,,,42.0,9.5,59.0
718,New Hampshire College,NH,2,1498.0,1275.0,292.0,,17.0,1557.0,2973.0,10608.0,10608.0,2760.0,1980.0,408.0,400.0,900.0,34.0,38.4,76.0
719,Notre Dame College,NH,2,379.0,324.0,107.0,15.0,37.0,500.0,311.0,9990.0,9990.0,2650.0,2250.0,280.0,400.0,600.0,44.0,12.1,33.0
720,Rivier College,NH,2,484.0,386.0,141.0,6.0,28.0,590.0,1196.0,9870.0,9870.0,4860.0,,220.0,600.0,1100.0,59.0,12.2,81.0
721,Saint Anselm College,NH,2,2095.0,1553.0,514.0,15.0,40.0,1873.0,94.0,12950.0,12950.0,5400.0,,300.0,450.0,1120.0,70.0,14.5,97.0
722,University of New Hampshire,NH,1,9750.0,7640.0,2529.0,24.0,62.0,10358.0,1338.0,3550.0,11180.0,1648.0,2214.0,830.0,650.0,2450.0,89.0,17.5,75.0
723,Keene State College,NH,1,3121.0,2446.0,822.0,5.0,19.0,3480.0,776.0,2590.0,7870.0,2727.0,1438.0,756.0,500.0,1150.0,73.0,16.1,61.0
724,Plymouth State College,NH,1,3321.0,2375.0,748.0,10.0,25.0,3483.0,374.0,2590.0,7870.0,2689.0,1344.0,792.0,550.0,1100.0,82.0,18.8,
725,Daniel Webster College,NH,2,585.0,508.0,153.0,12.0,30.0,460.0,536.0,12292.0,12292.0,2370.0,2564.0,120.0,500.0,500.0,61.0,22.2,72.0
726,Thomas More Coll. of Liberal Arts,NH,2,35.0,35.0,22.0,,,59.0,,7200.0,7200.0,,,,600.0,1300.0,80.0,11.8,60.0
727,Bloomfield College,NJ,2,1694.0,1408.0,268.0,,,1312.0,685.0,8300.0,8300.0,,,150.0,500.0,2370.0,53.0,14.4,38.0
728,Caldwell College,NJ,2,1011.0,604.0,213.0,17.0,42.0,693.0,868.0,8900.0,8900.0,,,105.0,425.0,1000.0,87.0,13.9,55.0
729,Centenary College,NJ,2,369.0,312.0,90.0,12.0,46.0,396.0,526.0,11400.0,11400.0,5400.0,,340.0,500.0,760.0,41.0,9.5,24.0
730,College of Saint Elizabeth,NJ,2,444.0,359.0,122.0,34.0,53.0,493.0,968.0,10900.0,10900.0,,,500.0,380.0,1000.0,68.0,11.4,78.0
731,Drew University,NJ,2,2153.0,1580.0,321.0,56.0,84.0,1192.0,87.0,18432.0,18432.0,3224.0,2342.0,510.0,520.0,660.0,93.0,10.2,83.0
732,Georgian Court College,NJ,2,348.0,281.0,127.0,12.0,52.0,1095.0,785.0,9150.0,9150.0,1750.0,2200.0,130.0,500.0,800.0,56.0,12.2,76.0
733,Rowan College of New Jersey,NJ,1,3820.0,1431.0,695.0,21.0,70.0,5303.0,3942.0,2342.0,4356.0,,,753.0,800.0,800.0,76.0,22.1,51.0
734,Felician College,NJ,2,420.0,280.0,155.0,6.0,33.0,505.0,640.0,8100.0,8100.0,,,220.0,500.0,,66.0,11.2,
735,Jersey City State College,NJ,1,2957.0,1423.0,691.0,10.0,30.0,3817.0,1394.0,2798.0,3946.0,2000.0,2800.0,646.0,400.0,1500.0,63.0,14.9,26.0
736,Monmouth College,NJ,2,2707.0,1881.0,478.0,14.0,34.0,1893.0,847.0,12480.0,12480.0,2700.0,2590.0,490.0,530.0,1740.0,70.0,14.2,54.0
737,Montclair State University,NJ,1,5220.0,2128.0,865.0,19.0,53.0,6411.0,3186.0,2400.0,3648.0,3160.0,1674.0,600.0,700.0,950.0,82.0,21.5,58.0
738,New Jersey Institute of Technology,NJ,1,1879.0,1216.0,483.0,27.0,62.0,3311.0,1646.0,4188.0,8832.0,3764.0,1612.0,792.0,700.0,1850.0,92.0,13.5,72.0
739,Kean College of New Jersey,NJ,1,3344.0,2322.0,1105.0,6.0,43.0,6804.0,3933.0,1965.0,2875.0,2640.0,1200.0,590.0,600.0,,76.0,17.2,40.0
740,William Paterson College of New Jersey,NJ,1,5485.0,2662.0,1108.0,9.0,38.0,5938.0,2298.0,2385.0,3135.0,2600.0,1570.0,25.0,300.0,,77.0,23.5,38.0
741,Princeton University,NJ,2,13218.0,2042.0,1153.0,90.0,98.0,4540.0,146.0,19900.0,19900.0,2696.0,3214.0,400.0,675.0,1575.0,91.0,8.4,99.0
742,Rider University,NJ,2,3586.0,2424.0,730.0,16.0,31.0,2748.0,1309.0,13250.0,13250.0,,,215.0,700.0,3100.0,84.0,12.3,70.0
743,Rutgers State University at Newark,NJ,1,5785.0,2690.0,499.0,26.0,62.0,4005.0,1886.0,3640.0,7410.0,2780.0,1968.0,978.0,690.0,2009.0,90.0,17.4,58.0
744,Seton Hall University,NJ,2,4576.0,3565.0,1000.0,16.0,36.0,4384.0,1530.0,12000.0,12000.0,4358.0,2126.0,550.0,650.0,1000.0,81.0,14.4,64.0
745,Saint Peter's College,NJ,2,1606.0,1413.0,530.0,23.0,38.0,1921.0,1154.0,9408.0,9408.0,2820.0,2700.0,295.0,500.0,450.0,78.0,12.1,53.0
746,Stevens Institute of Technology,NJ,2,1768.0,1249.0,380.0,51.0,93.0,1263.0,11.0,16900.0,16900.0,5680.0,,635.0,450.0,750.0,89.0,19.0,79.0
747,Trenton State College,NJ,1,5042.0,2312.0,944.0,55.0,94.0,5167.0,902.0,3116.0,5391.0,,,896.0,700.0,1000.0,81.0,14.4,81.0
748,Upsala College,NJ,2,1540.0,1363.0,446.0,,,950.0,214.0,12500.0,12500.0,,,200.0,700.0,500.0,72.0,14.0,43.0
749,Rutgers State University at Camden,NJ,1,3366.0,1752.0,232.0,27.0,79.0,2585.0,1300.0,3641.0,7411.0,2780.0,1968.0,849.0,690.0,2009.0,90.0,18.6,57.0
750,Rutgers at New Brunswick,NJ,1,48094.0,26330.0,4520.0,36.0,79.0,21401.0,3712.0,3640.0,7410.0,2780.0,1986.0,1003.0,690.0,2009.0,90.0,19.5,77.0
751,Fairleigh Dickinson University,NJ,2,3148.0,1616.0,504.0,9.0,24.0,3553.0,3152.0,11010.0,11010.0,2994.0,2406.0,611.0,623.0,,77.0,16.7,60.0
752,Ramapo College of New Jersey,NJ,1,2088.0,957.0,362.0,6.0,29.0,2745.0,1938.0,3227.0,4449.0,3400.0,1460.0,,600.0,1655.0,74.0,17.8,47.0
753,Stockton College of New Jersey,NJ,1,4019.0,1579.0,710.0,23.0,65.0,4365.0,765.0,2288.0,3040.0,2775.0,1576.0,704.0,711.0,1125.0,78.0,19.5,64.0
754,Saint John's College,NM,2,285.0,246.0,126.0,20.0,45.0,411.0,,17430.0,17430.0,2790.0,2930.0,200.0,275.0,950.0,73.0,9.8,61.0
755,College of Santa Fe,NM,2,546.0,447.0,189.0,16.0,42.0,873.0,683.0,11138.0,11138.0,1978.0,2160.0,330.0,600.0,1200.0,40.0,14.0,80.0
756,College of the Southwest,NM,2,77.0,61.0,27.0,7.0,38.0,352.0,147.0,3120.0,3120.0,1358.0,2024.0,125.0,400.0,500.0,24.0,14.3,20.0
757,Eastern New Mexico University,NM,1,1256.0,1220.0,590.0,,,2762.0,587.0,1518.0,5586.0,,,,500.0,1200.0,73.0,19.6,34.0
758,New Mexico Highlands University,NM,1,777.0,649.0,406.0,5.0,20.0,1630.0,384.0,1392.0,5148.0,1430.0,950.0,20.0,400.0,,72.0,17.4,28.0
759,New Mexico Institute of Mining and Tech. ,NM,1,787.0,601.0,233.0,40.0,73.0,1017.0,411.0,1302.0,5376.0,3214.0,,556.0,600.0,1100.0,99.0,13.7,34.0
760,New Mexico State University,NM,1,4119.0,3200.0,1663.0,,,9673.0,3481.0,1980.0,6432.0,1588.0,1580.0,,550.0,1066.0,76.0,19.6,40.0
761,Western New Mexico University,NM,1,1054.0,1054.0,470.0,5.0,25.0,1495.0,521.0,1394.0,4652.0,1340.0,920.0,,500.0,,55.0,15.5,47.0
762,Univ. of New Mexico-Main Campus,NM,1,3871.0,3349.0,1891.0,27.0,53.0,12257.0,5264.0,1884.0,7115.0,,,420.0,584.0,500.0,91.0,14.3,34.0
763,University of Nevada at Reno,NV,1,2868.0,2409.0,1524.0,,,5916.0,2939.0,1740.0,6490.0,2635.0,1925.0,20.0,600.0,2900.0,78.0,15.4,54.0
764,University of Nevada-Las Vegas,NV,1,,2786.0,1595.0,25.0,50.0,7969.0,8008.0,1740.0,6490.0,1702.0,3250.0,40.0,700.0,1700.0,76.0,14.8,37.0
765,Sierra Nevada College,NV,2,200.0,160.0,100.0,5.0,25.0,300.0,50.0,7500.0,7500.0,2500.0,2000.0,,500.0,,45.0,7.5,29.0
766,Adelphi University,NY,2,2186.0,1924.0,512.0,16.0,29.0,2683.0,1227.0,12280.0,12280.0,,,,750.0,1500.0,29.0,12.2,56.0
767,Dowling College,NY,2,1011.0,829.0,410.0,9.0,33.0,1059.0,2458.0,9000.0,9000.0,,3100.0,630.0,450.0,1413.0,77.0,12.4,42.0
768,Alfred University,NY,2,1732.0,1425.0,472.0,37.0,75.0,1830.0,110.0,16548.0,16548.0,2808.0,2598.0,424.0,500.0,600.0,82.0,11.3,73.0
769,Bard College,NY,2,1910.0,838.0,285.0,50.0,85.0,1004.0,15.0,19264.0,19264.0,,,496.0,750.0,750.0,98.0,10.4,79.0
770,Canisius College,NY,2,2853.0,2193.0,753.0,16.0,34.0,2978.0,434.0,10750.0,10750.0,2750.0,2590.0,326.0,400.0,1130.0,90.0,14.6,64.0
771,Cazenovia College,NY,2,3847.0,3433.0,527.0,9.0,35.0,1010.0,12.0,9384.0,9384.0,2420.0,2420.0,395.0,600.0,500.0,22.0,14.3,118.0
772,CUNY-Brooklyn College,NY,1,3589.0,2992.0,1367.0,15.0,40.0,7767.0,3827.0,2450.0,5050.0,,,155.0,500.0,700.0,83.0,15.6,43.0
773,CUNY - City College,NY,1,3788.0,2747.0,1269.0,20.0,45.0,8071.0,3629.0,2450.0,5050.0,,,93.0,500.0,,78.0,12.8,34.0
774,CUNY-Hunter College,NY,1,6189.0,3212.0,1418.0,14.0,43.0,8140.0,5947.0,2450.0,5050.0,1600.0,,107.0,500.0,500.0,62.0,14.1,39.0
775,CUNY - Queens College,NY,1,4681.0,3627.0,1749.0,12.0,37.0,8837.0,5624.0,2650.0,5250.0,,,200.0,500.0,2100.0,100.0,12.5,46.0
776,Clarkson University,NY,2,2174.0,1953.0,557.0,35.0,68.0,2332.0,53.0,15960.0,15960.0,2622.0,2958.0,323.0,700.0,1300.0,95.0,15.8,77.0
777,Colgate University,NY,2,4856.0,2492.0,727.0,46.0,75.0,2649.0,25.0,19510.0,19510.0,2690.0,2875.0,145.0,500.0,750.0,95.0,10.5,93.0
778,College of Mount St. Vincent,NY,2,946.0,648.0,177.0,23.0,46.0,707.0,432.0,11790.0,11790.0,,,60.0,500.0,1000.0,75.0,11.9,83.0
779,College of New Rochelle,NY,2,551.0,437.0,143.0,,,2515.0,639.0,10200.0,10200.0,,,,,,87.0,37.5,
780,College of Saint Rose,NY,2,983.0,664.0,249.0,23.0,57.0,1698.0,894.0,9990.0,9990.0,,,150.0,800.0,1500.0,66.0,14.3,64.0
781,Columbia University,NY,2,6756.0,1930.0,871.0,78.0,96.0,3376.0,55.0,18624.0,18624.0,3740.0,2924.0,486.0,550.0,300.0,97.0,5.9,99.0
782,Barnard College,NY,2,2496.0,1402.0,531.0,53.0,95.0,2121.0,69.0,17926.0,17926.0,4786.0,3338.0,720.0,600.0,850.0,83.0,10.3,91.0
783,Concordia College,NY,2,303.0,198.0,101.0,10.0,40.0,443.0,153.0,9370.0,9370.0,1870.0,2460.0,,,,50.0,9.5,53.0
784,Cooper Union,NY,2,2339.0,307.0,197.0,,100.0,959.0,26.0,,,4700.0,4000.0,300.0,860.0,1450.0,67.0,8.1,95.0
785,Cornell University,NY,2,19227.0,7171.0,3286.0,81.0,95.0,13072.0,,19000.0,19000.0,3658.0,2580.0,66.0,510.0,1060.0,91.0,6.9,93.0
786,D'Youville College,NY,2,866.0,619.0,157.0,18.0,47.0,1074.0,336.0,8920.0,8920.0,,,180.0,680.0,1320.0,68.0,14.6,46.0
787,Dominican College of Blauvelt,NY,2,360.0,329.0,108.0,4.0,19.0,756.0,863.0,8310.0,8310.0,5500.0,,395.0,600.0,1800.0,43.0,12.7,54.0
788,Elmira College,NY,2,1457.0,1045.0,345.0,27.0,50.0,1109.0,502.0,14990.0,14990.0,2860.0,2180.0,300.0,450.0,550.0,77.0,21.5,64.0
789,Fordham University,NY,2,4200.0,2874.0,942.0,30.0,55.0,4740.0,1646.0,14235.0,14235.0,6965.0,,170.0,600.0,1735.0,86.0,14.4,80.0
790,Hamilton College,NY,2,3140.0,1783.0,454.0,40.0,82.0,1646.0,24.0,19700.0,19700.0,2550.0,2500.0,,300.0,800.0,91.0,9.6,91.0
791,Hartwick College,NY,2,2083.0,1725.0,430.0,22.0,49.0,1464.0,67.0,17480.0,17480.0,2250.0,2530.0,300.0,500.0,700.0,75.0,12.3,73.0
792,Hobart and William Smith Colleges,NY,2,2688.0,2081.0,500.0,25.0,53.0,1792.0,5.0,19029.0,19029.0,2877.0,2964.0,431.0,600.0,600.0,99.0,12.1,79.0
793,Hofstra University,NY,2,7428.0,5860.0,1349.0,25.0,63.0,6534.0,1350.0,11600.0,11600.0,3620.0,2300.0,650.0,1000.0,1000.0,81.0,13.9,60.0
794,Houghton College,NY,2,949.0,786.0,302.0,30.0,70.0,1210.0,26.0,9990.0,9990.0,1850.0,1700.0,310.0,500.0,1500.0,85.0,15.0,67.0
795,Hilbert College,NY,2,238.0,235.0,108.0,2.0,13.0,888.0,390.0,7500.0,7500.0,1730.0,2580.0,400.0,600.0,1160.0,31.0,14.3,
796,Iona College,NY,2,4892.0,3530.0,913.0,13.0,33.0,3906.0,1446.0,10690.0,10690.0,,,270.0,570.0,1150.0,66.0,16.0,66.0
797,Ithaca College,NY,2,7259.0,5526.0,1368.0,23.0,52.0,5612.0,166.0,14424.0,14424.0,3062.0,3130.0,,634.0,1000.0,58.0,11.5,75.0
798,Keuka College,NY,2,461.0,381.0,174.0,10.0,43.0,738.0,55.0,9600.0,9600.0,4550.0,,265.0,600.0,750.0,55.0,13.3,51.0
799,King's College,NY,2,356.0,233.0,53.0,16.0,24.0,246.0,18.0,8190.0,8190.0,1992.0,1928.0,250.0,500.0,1000.0,100.0,7.0,
800,Le Moyne College,NY,2,1470.0,1199.0,425.0,21.0,76.0,1820.0,558.0,11040.0,11040.0,1950.0,2890.0,320.0,400.0,900.0,89.0,13.3,94.0
801,Manhattan College,NY,2,2432.0,1730.0,563.0,20.0,63.0,2578.0,254.0,12370.0,12370.0,6800.0,,972.0,500.0,1800.0,92.0,13.6,79.0
802,Manhattanville College,NY,2,962.0,750.0,212.0,21.0,54.0,830.0,150.0,14700.0,14700.0,3600.0,2950.0,410.0,450.0,400.0,97.0,11.3,70.0
803,Marist College,NY,2,4731.0,3171.0,830.0,12.0,31.0,3557.0,658.0,10700.0,10700.0,2400.0,3525.0,290.0,550.0,1200.0,74.0,17.6,69.0
804,Marymount College Tarrytown,NY,2,478.0,327.0,117.0,9.0,34.0,731.0,370.0,11510.0,11510.0,,,390.0,575.0,1075.0,71.0,10.3,77.0
805,Marymount Manhattan College,NY,2,695.0,535.0,239.0,21.0,30.0,988.0,785.0,10200.0,10200.0,7000.0,,125.0,350.0,1100.0,63.0,11.7,68.0
806,Mercy College,NY,2,1518.0,1378.0,788.0,6.0,24.0,4266.0,1811.0,7200.0,7200.0,,,,500.0,800.0,67.0,13.8,
807,Molloy College,NY,2,481.0,401.0,185.0,16.0,40.0,1402.0,579.0,8800.0,8800.0,,,345.0,800.0,6900.0,38.0,9.7,80.0
808,Medaille College,NY,2,384.0,223.0,143.0,6.0,41.0,1146.0,236.0,8920.0,8920.0,2500.0,1900.0,80.0,800.0,2050.0,65.0,16.2,
809,Mount Saint Mary College,NY,2,1170.0,695.0,238.0,14.0,48.0,1170.0,429.0,7470.0,7470.0,4600.0,,260.0,250.0,1400.0,74.0,15.3,88.0
